FourCouncilor	LIBRES_MOOD_BAD	node attack	~kDrechx says, "Think of the land as your body and the nodes as your blood.  How would ~Iyou~I feel if someone was trying to drain all of your blood dry."
FourCouncilor	LIBRES_MOOD_GOOD	miriana	~kDrechx says, "Quite the little 'firestarter' isn't she. Well her fun and games will shortly be brought to an end."
FourCouncilor	LIBRES_MOOD_NEUTRAL	miriana	~kDrechx says, "I guess it will be a race to see who destroys her first for her impudence, us or Lord Faren."
FourCouncilor	LIBRES_MOOD_BAD	miriana	~kDrechx says, "Insolent brat, she will receive her just dues in good time."
FourCouncilor	LIBRES_MOOD_NEUTRAL	Node attack	~kDrechx says, "If you wish to keep your body healthy and in good form you must help us be rid of Miriana and her creatures of destruction."
FourCouncilor		madelia	~kDrechx says, "Tsk, tsk, tsk she doesn't lead a healthy life, and with these tales she so readily spreads her life looks to become much less healthy."
FourCouncilor		fates	~kDrechx says, "Have you been delving into the children's stories again?"
FiveCouncilor	LIBRES_MOOD_GOOD	node attack	~kEsseldi says, "You know this reminds me of the time I was exploring the Icky caves, in search of the node there, and a group of orcs and spiders banned together to try and take me down.  Were it not for a few brave souls who came to my rescue then all would have been lost."
FiveCouncilor	LIBRES_MOOD_BAD	node attack	~kEsseldi says, "Its incorrigible, doesn't anyone realize just how precious our nodes are? They must be protected at all costs. Well what are you doing just standing there? Go, go and protect the nodes!"
FiveCouncilor	LIBRES_MOOD_GOOD	miriana	~kEsseldi says, "If only she could have been shown the error of her ways, but now I fear it is too late and our only path is her destruction."
FiveCouncilor	LIBRES_MOOD_NEUTRAL	miriana	~kEsseldi says, "These 'accusations' that she throws towards us are only to shift attention away from herself and her chaotic actions, pay no heed to what she says."
FiveCouncilor	LIBRES_MOOD_BAD	miriana	~kEsseldi says, "Freak! Deviant!!"
FiveCouncilor	LIBRES_MOOD_NEUTRAL	Node attack	~kEsseldi says, "I have taken it upon myself to study the nodes, and the effects of the attacks, and from what I can see is the nodes themselves are regenerating their power again after each attack. It is quite amazing I assure you, but I cannot be too certain that the nodes can sustain many more attacks."
FiveCouncilor		madelia	~kEsseldi says, "Oh yes the young lady with such and interest in the ancients 'Gods', 'tis a pity that Alzahakar couldn't help her."
FiveCouncilor		fates	~kEsseldi says, "Just a myth tossed about to give people something to talk about."
